time,intensity,distance
3.548,207,18.24
3.565,206,17.90
3.582,204,18.00
3.601,204,18.09
3.618,202,18.11
3.636,202,18.33
3.653,200,18.45
3.672,198,19.02
3.689,196,19.63
3.706,193,19.77
3.725,193,20.33
3.742,191,20.08
3.760,190,19.84
3.777,187,19.60
3.795,183,19.28
3.813,182,19.43
3.830,181,19.53
3.848,181,19.63
3.866,178,19.69
3.884,178,19.69
3.901,179,19.89
3.918,177,20.04
3.937,176,20.13
3.954,174,20.14
3.972,173,20.35
3.990,172,20.48
4.007,170,20.59
4.025,169,20.69
4.042,168,20.79
4.061,167,20.89
4.078,164,20.89
4.096,165,21.45
4.113,164,21.15
4.131,164,21.22
4.149,163,21.51
4.166,163,21.27
4.184,162,21.25
4.202,163,21.27
4.219,163,21.17
4.237,162,21.27
4.254,163,21.27
4.273,163,21.17
4.290,162,21.27
4.307,161,21.68
4.326,162,21.73
4.343,161,21.76
4.361,159,21.56
4.378,159,21.71
4.397,157,21.81
4.414,155,21.91
4.431,154,22.17
4.449,151,22.32
4.467,150,22.83
4.485,149,23.02
4.502,146,23.32
4.519,144,23.55
4.538,143,24.11
4.555,140,24.46
4.573,138,24.70
4.591,137,25.28
4.609,134,25.57
4.626,132,25.94
4.643,130,25.74
4.662,128,25.43
4.679,127,25.23
4.697,124,25.13
4.714,123,25.64
4.732,121,25.28
4.750,121,25.36
4.767,121,25.59
4.785,120,25.64
4.803,120,25.59
4.820,119,25.76
4.838,118,25.79
4.856,118,25.74
4.874,119,26.01
4.891,119,25.84
4.909,119,26.16
4.927,118,26.06
4.944,119,26.13
4.962,119,26.32
4.979,117,26.42
4.998,117,26.47
5.015,116,26.67
5.032,114,26.88
5.050,113,26.93
5.068,113,27.03
5.086,113,27.15
5.103,113,27.29
5.122,113,27.20
5.139,112,27.18
5.156,114,27.29
5.174,113,27.29
5.192,112,27.18
5.210,112,27.18
5.227,112,27.25
5.244,112,27.29
5.263,112,27.13
5.280,113,27.15
5.298,112,27.25
5.315,112,27.20
5.334,111,27.63
5.351,111,27.64
5.368,112,28.20
5.386,112,27.69
5.404,111,27.64
5.422,112,27.34
5.439,111,27.37
5.457,112,27.25
5.475,112,27.29
5.492,111,27.37
5.510,111,27.39
5.528,112,27.23
5.545,111,27.23
5.563,111,27.74
5.580,112,27.68
5.599,110,27.68
5.616,111,28.10
5.634,111,28.19
5.651,111,28.10
5.669,110,28.10
5.687,110,28.20
5.704,111,28.20
5.723,112,28.10
5.740,112,28.05
5.757,112,28.19
5.775,112,28.19
5.793,111,27.64
5.811,110,27.23
5.828,112,27.35
5.846,111,27.64
5.864,111,27.64
5.881,110,27.64
5.899,111,28.19
5.916,111,28.51
5.935,111,28.51
5.952,110,28.15
5.969,110,27.74
5.988,112,27.64
6.005,110,27.23
6.023,110,27.32
6.040,111,27.32
6.059,111,27.27
6.076,109,27.27
6.093,112,27.34
6.111,111,27.34
6.129,110,27.23
6.147,110,27.29
6.164,110,27.39
6.181,111,27.29
6.200,110,27.29
6.217,111,27.69
6.235,111,27.39
6.253,112,27.69
6.270,112,27.27
6.288,111,27.80
6.305,111,27.37
6.324,112,27.29
6.341,110,27.27
6.359,111,27.39
6.376,112,27.39
6.394,112,27.29
6.412,111,27.32
6.429,112,27.47
6.447,110,27.44
6.465,109,27.47
6.482,109,27.17
6.500,109,27.73
6.517,111,27.69
6.536,109,27.69
6.553,109,27.85
6.571,110,27.83
6.589,108,27.74
6.606,110,27.73
6.624,109,27.85
6.641,109,27.83
6.660,110,27.78
6.677,109,28.14
6.694,110,27.90
6.712,109,27.78
6.730,111,27.80
6.748,111,27.78
6.765,109,27.88
6.782,109,27.78
6.801,111,28.14
6.818,110,28.25
6.836,111,28.24
6.854,110,28.14
6.872,110,28.14
6.889,110,28.25
6.906,109,28.27
6.925,109,28.19
6.942,110,28.15
6.960,110,28.25
6.977,111,28.14
6.995,110,28.14
7.013,110,28.15
7.030,110,27.88
7.048,110,28.14
7.066,109,28.15
7.084,110,28.25
7.101,110,28.25
7.119,110,28.15
7.137,110,28.19
7.154,110,28.29
7.172,110,28.29
7.190,110,28.19
7.207,110,28.15
7.225,110,28.25
7.242,110,28.15
7.261,109,28.19
7.278,111,28.19
7.296,110,28.25
7.313,109,28.19
7.331,110,27.78
7.349,109,27.78
7.366,110,27.88
7.385,109,28.15
7.402,110,28.19
7.419,110,28.25
7.437,110,28.29
7.455,111,28.14
7.473,110,28.19
7.490,109,28.29
7.507,111,28.14
7.526,111,28.59
7.543,110,28.59
7.561,111,28.29
7.578,109,28.19
7.597,110,28.15
7.614,111,28.56
7.631,109,28.29
7.649,109,28.19
7.667,108,28.61
7.685,111,28.71
7.702,109,28.31
7.720,110,28.20
7.738,109,28.20
7.755,109,28.29
7.773,110,27.95
7.791,109,27.93
7.809,109,28.46
7.826,107,28.75
7.843,105,28.73
7.862,106,29.31
7.879,105,29.00
7.897,104,29.21
7.914,102,29.21
7.932,104,29.77
7.950,102,29.61
7.967,101,29.68
7.986,99,29.92
8.002,101,30.12
8.019,99,30.50
8.036,97,30.58
8.053,96,30.79
8.070,95,30.99
8.086,95,31.30
8.102,92,31.45
8.120,92,32.01
8.136,93,32.22
8.153,91,32.52
8.169,91,32.16
8.186,89,32.67
8.203,90,32.78
8.219,90,32.95
8.236,90,32.95
8.253,89,32.57
8.269,89,33.00
8.286,88,33.17
8.302,88,33.05
8.320,89,33.05
8.336,89,33.03
8.352,89,33.13
8.369,90,33.05
8.386,89,32.67
8.402,89,33.10
8.419,88,33.18
8.435,89,33.18
8.453,89,33.29
8.469,88,33.01
8.485,88,33.54
8.502,87,33.18
8.519,87,32.84
8.536,87,32.90
8.552,87,33.03
8.568,86,33.41
8.586,87,33.54
8.602,86,33.24
8.619,87,33.69
8.635,85,33.75
8.652,86,33.46
8.669,86,33.49
8.685,87,33.59
8.701,85,33.64
8.719,86,33.69
8.735,84,33.76
8.752,85,33.86
8.768,85,34.41
8.785,85,34.09
8.802,85,34.63
8.818,82,34.82
8.835,82,34.51
8.852,83,34.61
8.868,83,35.21
8.885,83,34.92
8.901,82,35.07
8.919,83,35.22
8.935,81,35.33
8.951,82,35.82
8.968,80,35.58
8.985,80,35.68
9.001,78,35.77
9.018,79,36.30
9.034,79,36.38
9.052,78,36.06
9.068,79,36.50
9.084,78,36.19
9.101,77,36.19
9.118,79,36.23
9.135,77,36.19
9.151,78,36.19
9.167,77,36.19
9.185,78,36.18
9.201,76,35.79
9.218,79,36.16
9.234,77,35.79
9.251,77,35.77
9.268,78,36.18
9.284,77,36.19
9.300,77,36.19
9.318,77,36.19
9.334,78,36.18
9.351,77,35.79
9.367,77,35.77
9.384,78,35.77
9.401,78,36.13
9.417,76,35.73
9.434,77,36.11
9.451,78,36.13
9.467,77,36.13
9.484,77,36.13
9.500,77,36.11
9.518,77,35.72
9.534,77,35.73
9.550,78,35.73
9.567,79,35.73
9.584,77,35.73
9.601,78,35.72
9.617,76,35.73
9.633,78,35.73
9.651,77,35.73
9.667,78,35.73
9.683,78,36.13
9.700,77,35.77
9.717,78,35.79
9.734,76,35.79
9.750,78,35.79
9.766,77,36.18
9.784,78,36.23
9.800,76,36.24
9.817,78,36.24
9.833,77,36.24
9.850,77,36.24
9.867,78,36.30
9.883,77,36.35
9.900,76,36.43
9.917,76,36.52
9.933,76,36.65
9.950,76,36.69
9.966,75,36.74
9.984,75,36.74
10.000,76,36.81
10.017,74,36.89
10.035,75,37.01
10.053,75,37.06
10.071,74,37.42
10.088,74,37.55
10.105,73,37.20
10.124,74,37.21
10.141,74,37.45
10.159,74,37.16
10.176,73,37.18
10.194,73,37.20
10.212,73,37.60
10.229,73,37.60
10.248,73,37.30
10.265,72,37.72
10.283,73,37.49
10.300,73,37.54
10.318,72,37.57
10.336,72,37.47
10.353,73,37.57
10.371,72,37.57
10.389,71,37.59
10.406,72,37.89
10.424,71,38.44
10.441,71,38.44
10.460,72,38.49
10.477,71,38.47
10.494,71,38.68
10.513,71,38.79
10.530,71,38.44
10.548,70,38.64
10.565,70,38.32
10.584,70,38.34
10.601,70,38.23
10.618,70,38.32
10.636,71,38.74
10.654,70,38.79
10.672,69,38.69
10.689,70,38.79
10.706,70,38.83
10.725,70,38.90
10.742,69,39.22
10.760,70,38.95
10.777,70,39.36
10.796,70,38.90
10.813,69,39.00
10.830,70,39.00
10.849,68,38.59
10.866,70,38.85
10.884,70,38.57
10.901,69,38.59
10.919,69,38.59
10.937,69,38.49
10.954,69,38.57
10.972,70,39.00
10.990,69,38.62
11.008,69,38.52
11.025,69,38.61
11.042,69,39.03
11.061,69,38.91
11.078,68,38.59
11.096,69,38.59
11.114,69,39.02
11.131,69,38.49
11.149,69,38.57
11.166,70,38.57
11.185,70,38.59
11.202,70,38.49
11.219,69,38.57
11.237,69,38.57
11.255,71,38.59
11.273,70,38.49
11.290,69,38.59
11.308,69,38.57
11.326,71,38.93
11.343,69,38.62
11.361,70,38.68
11.379,69,38.74
11.397,69,38.68
11.414,68,38.78
11.431,69,38.78
11.450,69,38.79
11.467,68,38.68
11.485,68,38.79
11.502,69,38.79
11.521,68,38.79
11.538,68,38.69
11.555,69,39.24
11.573,69,38.90
11.591,68,39.29
11.609,68,39.39
11.626,67,39.64
11.644,67,39.85
11.662,66,39.95
11.679,66,39.85
11.697,64,40.46
11.715,65,40.12
11.732,64,40.05
11.750,65,40.15
11.767,65,40.15
11.786,65,40.14
11.803,64,40.05
11.821,63,40.17
11.838,64,40.15
11.856,65,40.05
11.874,65,40.05
11.891,64,40.15
11.909,64,40.17
11.927,65,40.09
11.944,64,40.65
11.962,63,40.72
11.980,64,40.87
11.998,64,40.97
12.015,63,41.17
12.033,62,40.92
12.051,62,40.95
12.068,60,41.02
12.086,60,41.12
12.103,60,41.12
12.122,62,40.61
12.139,61,41.02
12.156,62,41.11
12.174,61,41.12
12.192,61,41.02
12.210,62,41.12
12.227,60,41.14
12.246,61,41.12
12.263,61,41.04
12.280,62,41.14
12.298,60,41.14
12.316,62,41.02
12.334,61,41.02
12.351,60,41.14
12.368,60,41.12
12.387,63,41.41
12.404,60,41.04
12.422,60,41.11
12.439,61,41.11
12.457,62,41.04
12.475,61,41.12
12.492,62,41.12
12.511,61,41.12
12.528,61,41.02
12.546,61,41.11
12.563,60,41.12
12.581,61,40.72
12.599,61,40.61
12.616,61,41.12
12.634,62,40.72
12.652,61,41.02
12.669,62,41.02
12.687,62,41.11
12.704,61,41.11
12.723,61,41.02
12.740,62,41.00
12.758,61,41.12
12.776,62,41.12
12.793,61,41.00
12.811,62,41.12
12.828,61,41.12
12.847,60,41.12
12.864,63,41.02
12.881,61,41.11
12.899,61,41.12
12.917,61,40.99
12.935,61,41.00
12.952,63,40.72
12.969,62,40.70
12.988,62,41.00
13.005,62,40.61
13.023,61,40.70
13.040,61,41.07
13.059,60,40.97
13.076,60,41.07
13.093,62,41.07
13.112,60,41.07
13.129,61,40.95
13.147,62,41.06
13.164,62,40.68
13.182,60,40.66
13.200,62,40.58
13.217,61,40.66
13.235,62,40.66
13.253,62,40.56
13.271,60,40.56
13.288,61,40.66
13.305,61,40.66
13.324,60,40.95
13.341,61,40.66
13.359,60,41.06
13.377,62,41.07
13.394,62,40.95
13.412,61,40.66
13.429,61,40.66
13.448,62,41.02
13.465,61,40.56
13.483,61,40.66
13.500,61,40.66
13.518,62,40.58
13.536,61,40.58
13.553,61,41.07
13.571,61,41.09
13.589,61,40.99
13.606,61,41.09
13.624,60,41.12
13.642,61,41.12
13.660,60,40.97
13.677,61,41.07
13.694,61,41.11
13.713,61,41.07
13.730,60,41.00
13.748,62,41.53
13.765,60,41.17
13.784,61,41.07
13.801,60,41.09
13.818,61,41.17
13.836,60,41.16
13.854,61,41.04
13.872,59,41.45
13.889,61,41.19
13.907,61,41.23
13.925,61,41.16
13.942,61,41.68
13.960,60,41.74
13.978,61,41.36
13.996,59,41.23
14.013,60,41.33
14.030,61,40.90
14.049,62,41.17
14.066,61,41.16
14.084,61,41.28
14.101,61,41.28
14.119,61,40.82
14.137,61,41.23
14.154,60,41.33
14.172,61,41.34
14.190,59,41.23
14.208,61,41.36
14.225,60,41.34
14.243,60,41.40
14.261,60,41.33
14.278,61,41.48
14.296,59,41.53
14.314,60,41.96
14.331,61,41.65
14.349,60,42.31
14.366,59,42.11
14.385,59,42.57
14.402,57,42.36
14.419,56,42.60
14.437,58,43.03
14.455,58,42.62
14.473,58,43.10
14.490,59,43.08
14.509,57,42.96
14.526,57,43.01
14.543,57,43.08
14.561,58,43.11
14.579,57,42.65
14.597,58,42.72
14.614,57,43.32
14.631,56,43.11
14.650,57,43.25
14.667,57,43.69
14.685,55,43.57
14.702,55,43.54
14.721,56,43.98
14.738,55,44.06
14.755,56,43.69
14.774,55,43.64
14.791,54,43.66
14.809,54,43.79
14.826,54,43.79
14.844,54,44.12
14.862,54,44.18
14.879,54,44.73
14.897,54,44.32
14.915,55,44.25
14.932,54,44.32
14.950,54,44.52
14.967,54,44.97
14.986,53,45.12
15.003,52,44.78
15.021,53,44.56
15.039,51,44.52
15.056,51,44.56
15.074,54,45.05
15.091,52,44.71
15.110,51,44.63
15.127,52,44.66
15.144,51,45.17
15.162,51,45.10
15.180,52,45.59
15.198,53,45.17
15.215,51,45.32
15.233,51,45.24
15.251,51,44.86
15.268,51,44.86
15.286,52,45.36
15.303,50,45.27
15.322,51,45.27
15.339,51,45.39
15.356,52,45.83
15.375,52,45.34
15.392,50,44.98
15.410,51,45.14
15.427,50,45.49
15.446,49,45.15
15.463,50,45.24
15.480,50,45.42
15.498,49,45.34
15.516,49,45.83
15.534,50,45.44
15.551,50,45.93
15.568,49,45.48
15.587,51,45.48
15.604,49,45.58
15.622,49,45.65
15.640,50,45.63
15.657,48,45.73
15.675,50,46.00
15.692,49,46.04
15.711,48,46.26
15.728,49,46.41
15.746,49,47.07
15.763,48,47.12
15.781,47,47.26
15.799,48,47.36
15.816,46,47.57
15.834,46,47.16
15.852,48,47.67
15.869,48,47.82
15.887,47,47.45
15.905,46,47.58
15.923,46,48.13
15.940,45,48.40
15.958,46,48.04
15.976,44,48.62
15.993,45,48.69
16.011,46,48.89
16.028,46,48.89
16.047,45,48.94
16.064,44,48.99
16.081,45,49.50
16.099,44,49.62
16.117,43,49.30
16.135,42,49.47
16.152,42,50.10
16.171,42,51.12
16.188,42,51.24
16.205,42,51.70
16.223,43,52.55
16.241,43,53.38
16.259,42,112.23
16.277,42,131.90
16.295,42,131.77
16.315,42,54.23
16.332,42,52.16
16.350,42,52.19
16.367,41,51.80
16.386,42,51.80
16.403,42,51.85
16.420,42,51.05
16.439,42,51.49
16.456,42,51.48
16.474,42,51.14
16.491,42,50.76
16.509,42,50.49
16.527,40,50.64
16.544,41,51.29
16.562,41,52.00
16.580,41,53.47
16.598,40,53.64
16.615,41,54.04
16.632,38,55.15
16.651,39,54.94
16.668,38,55.61
16.686,37,55.37
16.704,38,56.39
16.721,38,55.17
16.739,38,56.64
16.756,37,55.91
16.775,38,139.57
16.793,37,56.36
16.811,37,56.07
16.828,38,56.47
16.846,37,55.23
16.864,37,55.13
16.881,37,55.62
16.899,37,55.25
16.917,38,55.64
16.934,36,55.23
16.952,38,55.23
16.970,36,55.23
16.988,37,56.39
17.005,37,55.25
17.022,38,55.73
17.041,37,55.42
17.058,37,55.93
17.076,37,55.81
17.093,35,56.51
17.112,37,57.94
17.129,36,112.32
17.147,35,115.72
17.166,36,144.82
17.185,36,142.53
17.204,36,143.67
17.222,35,144.69
17.242,34,117.96
17.260,35,129.85
17.278,36,136.29
17.297,37,135.51
17.316,35,56.87
17.334,35,57.80
17.351,34,56.53
17.370,36,56.10
17.387,36,55.98
17.404,35,56.49
17.422,35,56.90
17.440,35,56.05
17.458,35,56.36
17.475,36,56.08
17.492,34,56.53
17.511,34,57.68
17.528,35,56.87
17.546,35,56.97
17.563,35,57.80
17.582,35,56.87
17.599,36,57.31
17.616,35,57.02
17.635,35,56.25
17.652,34,57.49
17.670,33,57.77
17.687,35,58.34
17.705,34,57.78
17.723,34,58.67
17.740,34,58.96
17.758,33,59.57
17.776,34,60.74
17.794,34,61.18
17.811,34,146.54
17.829,34,130.92
17.849,34,61.54
17.866,33,59.23
17.884,34,59.64
17.902,35,59.53
17.920,34,59.52
17.937,34,58.79
17.954,34,58.40
17.973,32,59.11
17.990,34,58.29
18.008,35,58.38
18.025,33,58.80
18.043,35,58.31
18.061,34,57.90
18.078,33,57.65
18.096,33,58.12
18.114,34,58.11
18.131,34,58.19
18.149,34,58.38
18.167,32,58.46
18.185,34,59.23
18.202,32,59.33
18.220,33,59.35
18.238,33,58.79
18.255,34,58.38
18.273,33,58.50
18.290,33,58.12
18.309,33,58.06
18.326,34,58.14
18.343,33,58.82
18.361,33,58.57
18.379,33,58.63
18.397,33,59.67
18.414,33,59.99
18.432,32,59.74
18.450,31,60.23
18.467,33,60.04
18.485,31,60.62
18.503,32,60.64
18.521,32,61.00
18.538,32,60.86
18.555,32,60.50
18.574,32,60.52
18.591,30,60.93
18.609,33,61.12
18.626,32,61.27
18.644,31,61.32
18.662,31,61.93
18.679,31,62.58
18.697,31,63.43
18.715,30,62.70
18.733,30,64.97
18.750,31,127.42
18.769,30,63.24
18.787,30,64.07
18.804,30,62.53
18.822,31,62.17
18.840,32,62.92
18.857,31,62.63
18.875,30,62.39
18.892,30,62.39
18.911,31,62.12
18.928,30,63.46
18.946,30,62.37
18.963,30,62.70
18.981,31,63.14
18.999,29,62.42
19.016,29,62.46
19.035,31,62.34
19.052,30,62.36
19.069,30,62.44
19.087,29,62.71
19.105,31,62.34
19.123,31,62.32
19.140,29,62.83
19.158,31,62.34
19.176,30,63.24
19.193,30,62.90
19.211,32,62.76
19.228,30,63.17
19.247,30,63.78
19.264,30,63.61
19.281,29,64.43
19.300,29,160.53
19.318,31,160.41
19.337,30,63.70
19.354,29,63.16
19.373,30,63.16
19.390,28,63.17
19.407,31,64.55
19.425,30,123.27
19.444,29,124.10
19.463,29,124.00
19.481,30,126.21
19.501,30,129.01
19.519,30,160.46
19.537,30,161.42
19.556,30,159.75
19.575,31,141.75
19.594,30,119.24
19.612,29,160.99
19.632,29,121.31
19.650,30,121.70
19.668,30,122.13
19.687,30,120.85
19.706,30,120.04
19.725,28,120.90
19.743,30,124.64
19.762,29,121.79
19.781,30,160.17
19.800,29,159.87
19.818,30,160.29
19.837,30,160.29
19.856,29,162.32
19.874,30,160.74
19.893,30,141.25
19.912,29,158.85
19.931,30,67.23
19.948,29,66.38
19.966,30,65.25
19.984,30,64.55
20.001,30,65.11
20.019,31,64.65
20.037,29,65.45
20.055,30,64.26
20.072,29,65.55
20.089,29,66.32
20.108,30,64.69
20.125,29,65.50
20.143,29,65.94
20.160,29,70.11
20.178,29,68.92
20.196,30,67.01
20.213,29,64.96
20.232,30,64.62
20.249,29,64.65
20.267,29,64.40
20.284,29,65.48
20.302,28,64.69
20.320,29,64.70
20.337,30,65.21
20.355,28,65.52
20.373,29,65.96
20.390,29,67.18
20.408,30,67.71
20.425,28,67.37
20.444,29,66.64
20.461,29,66.01
20.478,29,64.91
20.497,29,64.63
20.514,29,65.14
20.532,28,66.16
20.549,29,66.11
20.568,29,65.30
20.585,28,65.74
20.602,29,66.67
20.620,28,65.31
20.638,29,66.16
20.656,29,66.16
20.673,28,65.43
20.690,29,65.76
20.709,28,65.76
20.726,29,66.25
20.744,30,65.91
20.761,29,65.65
20.780,28,65.76
20.797,28,66.83
20.814,29,69.60
20.833,29,67.54
20.850,28,67.13
20.868,29,67.15
20.885,29,69.62
20.903,28,69.62
20.921,29,69.22
20.938,28,68.02
20.956,29,70.50
20.974,28,68.83
20.992,28,68.85
21.009,28,69.70
21.026,27,145.21
21.046,28,146.81
21.064,29,67.05
21.082,28,66.18
21.100,28,66.32
21.117,28,67.75
21.135,28,67.52
21.152,28,67.29
21.171,29,67.90
21.188,27,68.85
21.206,27,68.51
21.223,27,68.95
21.241,27,68.10
21.259,26,68.51
21.276,26,68.10
21.294,27,69.38
21.312,27,68.15
21.329,27,67.83
21.347,26,67.80
21.365,26,67.88
21.383,27,68.41
21.400,27,68.88
21.417,27,68.58
21.436,28,68.26
21.453,26,67.86
21.471,27,67.85
21.488,27,67.85
21.507,27,68.66
21.524,26,68.22
21.541,27,67.83
21.559,27,67.85
21.577,26,67.85
21.595,28,68.36
21.612,27,67.85
21.630,26,69.09
21.648,26,68.68
21.665,26,69.51
21.683,26,67.85
21.701,26,67.85
21.719,27,69.51
21.736,27,67.86
21.753,27,67.86
21.772,26,68.24
21.789,27,67.85
21.807,27,68.26
21.824,25,69.09
21.842,26,69.50
21.860,27,68.68
21.877,27,69.11
21.896,27,69.11
21.913,27,68.71
21.931,26,69.16
21.948,25,128.72
21.967,26,69.60
21.985,26,146.80
22.003,27,129.12
22.022,27,125.82
22.041,25,69.16
22.059,26,68.31
22.076,27,69.17
22.094,26,67.93
22.112,27,68.41
22.129,28,68.51
22.147,26,69.02
22.165,26,67.97
22.182,26,68.92
22.200,25,69.89
22.217,27,69.97
22.236,24,69.63
22.253,26,145.54
22.272,26,144.77
22.290,26,126.96
22.309,25,120.11
22.328,27,117.74
22.346,25,116.38
22.366,25,70.16
22.383,26,69.39
22.401,25,69.53
22.418,25,69.70
22.436,27,70.33
22.454,26,117.73
22.472,25,124.56
22.491,25,74.17
22.509,25,72.23
22.526,25,73.61
22.544,25,71.66
22.562,25,71.71
22.580,25,70.96
22.597,25,73.05
22.615,24,71.38
22.633,25,70.99
22.650,25,70.87
22.668,24,72.23
22.685,25,73.05
22.704,25,73.47
22.721,25,72.96
22.738,25,73.05
22.756,25,71.40
22.774,25,71.43
22.792,26,73.49
22.809,25,72.22
22.828,24,71.83
22.845,25,71.84
22.862,25,73.49
22.880,25,73.51
22.898,25,71.84
22.916,24,71.74
22.933,24,71.84
22.950,24,73.92
22.969,26,71.86
22.986,24,73.83
23.004,24,71.86
23.021,26,73.54
23.040,25,72.32
23.057,23,71.89
23.074,25,72.88
23.093,24,72.56
23.110,24,71.91
23.128,24,73.68
23.145,24,72.18
23.163,24,74.39
23.181,24,72.39
23.198,24,72.59
23.216,25,72.27
23.234,24,74.05
23.251,24,72.39
23.269,25,73.02
23.286,24,72.69
23.305,24,74.75
23.322,25,72.78
23.340,24,73.80
23.357,24,72.62
23.375,25,72.98
23.393,24,130.93
23.411,25,139.16
23.431,24,179.96
23.449,24,124.12
23.468,24,123.37
23.486,25,123.73
23.505,24,123.25
23.524,24,121.55
23.542,24,182.17
23.562,24,181.66
23.580,24,139.93
23.599,25,139.08
23.617,23,124.49
23.636,24,124.19
23.655,24,125.41
23.673,24,122.40
23.693,23,127.01
23.711,24,126.14
23.730,24,129.76
23.748,25,126.14
23.768,23,125.36
23.786,24,182.04
23.804,23,126.09
23.823,23,125.77
23.842,25,183.60
23.861,23,182.94
23.879,23,127.42
23.899,24,126.21
23.917,24,124.87
23.936,24,125.41
23.954,23,182.07
23.973,23,122.98
23.992,25,184.11
24.010,24,118.46
24.030,23,119.27
24.048,24,115.92
24.067,24,120.07
24.085,24,115.87
24.104,23,124.97
24.123,23,122.49
24.141,25,120.39
24.161,24,126.16
24.179,25,75.60
24.197,24,75.70
24.214,23,74.04
24.232,24,75.60
24.250,24,75.24
24.267,24,75.48
24.285,24,74.02
24.303,24,74.95
24.321,25,130.51
24.339,25,180.54
24.358,23,78.25
24.376,23,78.08
24.393,23,79.02
24.411,23,77.59
24.429,24,78.69
24.446,23,78.76
24.464,23,121.01
24.482,22,121.86
24.502,22,122.71
24.520,23,125.53
24.539,22,123.15
24.558,23,147.66
