time,intensity,distance
8.090,299,13.23
8.108,296,13.58
8.126,294,13.69
8.143,293,13.38
8.161,292,13.52
8.178,290,13.48
8.197,287,13.97
8.214,286,14.08
8.231,284,14.18
8.250,283,14.20
8.267,281,13.84
8.285,279,13.99
8.302,279,13.89
8.321,277,13.94
8.338,276,14.40
8.355,275,14.55
8.373,274,14.54
8.391,273,14.18
8.409,269,14.23
8.426,269,14.30
8.443,266,14.38
8.462,264,14.43
8.479,263,14.55
8.497,262,14.59
8.514,259,14.69
8.532,258,14.74
8.550,255,14.89
8.567,255,15.27
8.586,254,15.35
8.603,252,14.99
8.621,251,15.11
8.638,249,15.05
8.656,249,15.11
8.674,247,15.16
8.691,245,15.57
8.709,245,15.66
8.727,245,15.73
8.744,242,15.76
8.762,241,15.81
8.779,241,15.47
8.798,240,15.56
8.815,237,16.12
8.833,236,16.12
8.851,235,16.23
8.868,233,15.91
8.886,232,15.96
8.903,232,16.01
8.922,229,16.52
8.939,230,16.57
8.956,227,16.61
8.974,228,16.63
8.992,229,16.22
9.010,228,16.63
9.027,227,16.25
9.044,227,16.32
9.063,225,16.37
9.080,224,16.54
9.098,224,16.88
9.116,223,16.57
9.134,222,16.68
9.151,221,16.78
9.168,220,16.83
9.187,220,17.31
9.204,217,17.34
9.222,217,17.00
9.239,219,16.98
9.257,219,17.39
9.275,217,17.39
9.292,218,17.39
9.310,218,17.39
9.328,217,17.80
9.346,217,17.31
9.363,217,17.41
9.381,219,16.98
9.399,218,16.98
9.416,219,17.00
9.434,218,16.98
9.452,218,16.98
9.469,217,17.39
9.487,219,17.03
9.504,219,17.03
9.523,219,17.03
9.540,217,17.02
9.558,219,17.39
9.575,218,17.39
9.593,218,17.39
9.611,220,17.39
9.628,220,17.80
9.646,220,17.80
9.664,219,17.39
9.681,220,17.39
9.699,218,17.39
9.717,217,17.39
9.735,219,17.39
9.752,219,17.37
9.769,218,17.39
9.788,219,17.39
9.805,218,17.39
9.823,217,17.00
9.840,219,16.98
9.859,217,16.98
9.876,217,17.37
9.893,219,17.00
9.911,218,17.41
9.929,217,17.39
9.947,219,17.39
9.964,218,17.39
9.982,219,17.37
10.000,218,17.39
10.018,218,17.39
10.037,218,17.05
10.056,217,17.10
10.075,216,17.15
10.093,216,17.24
10.112,215,17.29
10.131,213,17.80
10.149,213,17.44
10.168,212,17.49
10.187,211,17.54
10.206,212,17.60
10.224,212,17.60
10.243,214,17.60
10.262,212,18.00
10.280,212,18.00
10.299,213,18.00
10.318,213,17.95
10.337,214,17.97
10.355,213,17.95
10.374,213,17.95
10.393,213,17.54
10.412,213,17.54
10.430,212,17.56
10.449,213,17.54
10.468,213,17.54
10.486,213,17.54
10.505,213,17.54
10.524,213,17.54
10.543,211,17.54
10.561,211,17.54
10.580,212,17.53
10.599,212,17.56
10.617,212,17.58
10.636,213,17.56
10.655,212,17.60
10.674,213,17.60
10.692,211,17.60
10.711,213,17.60
10.730,211,17.60
10.748,211,17.60
10.767,211,17.61
10.786,211,18.02
10.805,212,17.60
10.823,212,18.00
10.842,212,17.54
10.861,213,17.60
10.880,211,18.02
10.898,213,17.60
10.917,212,17.60
10.936,211,17.60
10.954,211,17.60
10.973,212,17.61
10.992,213,17.60
11.011,211,17.61
11.029,212,17.60
11.048,211,17.66
11.067,211,17.70
11.085,211,18.16
11.104,209,18.16
11.123,209,17.82
11.142,208,17.75
11.160,209,18.28
11.180,208,18.28
11.198,209,17.87
11.216,209,17.87
11.235,209,18.26
11.254,209,18.26
11.273,209,17.87
11.291,209,17.85
11.310,207,17.87
11.329,207,17.85
11.347,208,17.85
11.366,208,17.87
11.385,207,17.85
11.404,207,17.87
11.422,207,17.85
11.441,208,17.87
11.460,206,17.85
11.479,207,17.85
11.497,207,17.85
11.516,208,17.87
11.535,208,17.87
11.553,208,17.85
11.572,208,17.87
11.591,207,17.87
11.610,207,17.87
11.628,208,17.87
11.648,207,17.85
11.666,207,18.29
11.684,207,18.31
11.703,208,17.85
11.722,208,17.85
11.741,207,18.21
11.759,208,17.87
11.779,208,18.26
11.797,207,18.31
11.815,207,17.90
11.834,208,17.90
11.853,207,17.95
11.872,206,18.00
11.890,204,18.05
11.909,205,18.11
11.928,203,18.16
11.947,202,18.16
11.965,204,18.16
11.984,202,18.17
12.003,203,18.26
12.021,202,18.31
12.040,202,18.38
12.059,201,18.38
12.078,199,18.00
12.096,200,18.05
12.115,199,18.51
12.134,198,18.56
12.152,198,18.67
12.171,197,18.72
12.190,195,19.23
12.209,195,19.30
12.227,194,18.92
12.247,192,19.45
12.265,192,19.53
12.283,190,19.23
12.302,190,19.26
12.321,190,19.28
12.340,191,19.18
12.358,189,19.28
12.378,189,19.28
12.396,190,19.28
12.414,189,19.28
12.433,190,19.28
12.452,190,19.28
12.471,189,19.18
12.489,189,19.28
12.508,189,19.26
12.527,189,19.67
12.546,188,19.33
12.564,188,19.82
12.583,188,19.89
12.602,188,19.84
12.620,186,19.99
12.639,187,19.63
12.658,185,19.70
12.677,185,19.74
12.695,185,19.79
12.715,184,19.84
12.733,183,20.20
12.751,183,20.35
12.770,183,19.99
12.789,182,20.04
12.808,180,20.09
12.826,180,20.14
12.846,180,20.26
12.864,179,20.60
12.882,177,20.37
12.901,177,20.45
12.920,177,20.50
12.939,175,20.04
12.957,175,20.60
12.977,173,20.65
12.995,175,21.03
13.014,172,20.76
13.032,173,20.82
13.051,171,20.86
13.070,171,20.40
13.088,170,20.55
13.107,170,21.01
13.126,168,21.03
13.145,169,21.22
13.163,167,21.27
13.182,165,20.94
13.201,164,21.37
13.219,164,21.52
13.238,162,21.61
13.257,160,21.61
13.276,162,21.73
13.294,159,21.81
13.314,161,21.81
13.332,158,21.78
13.350,159,21.93
13.369,158,21.98
13.388,158,22.34
13.407,157,22.13
13.425,156,22.19
13.445,156,22.24
13.463,156,22.19
13.481,153,22.76
13.500,155,23.26
13.519,153,22.75
13.538,152,22.78
13.556,153,22.90
13.576,153,22.90
13.594,153,22.80
13.613,154,22.90
13.631,153,22.51
13.650,153,22.49
13.669,154,22.39
13.687,154,22.49
13.706,154,22.47
13.725,154,22.39
13.744,153,22.53
13.762,152,22.19
13.782,153,22.64
13.800,150,22.58
13.818,153,22.73
13.837,150,22.75
13.856,151,23.10
13.875,151,22.85
13.893,150,23.26
13.913,150,23.32
13.931,150,22.80
13.949,150,22.95
13.968,150,22.98
13.987,150,22.95
14.006,148,23.05
14.024,150,23.10
14.044,148,23.15
14.062,149,23.49
14.081,149,23.21
14.099,147,23.24
14.118,148,23.15
14.137,148,23.15
14.155,148,23.26
14.175,148,23.26
14.193,148,23.15
14.212,147,23.24
14.230,146,23.29
14.249,148,23.60
14.268,146,23.26
14.286,148,23.36
14.305,146,23.39
14.324,146,23.34
14.343,146,23.46
14.361,146,23.53
14.381,146,23.55
14.399,144,23.90
14.417,144,23.63
14.436,145,23.66
14.455,143,23.61
14.474,143,23.77
14.492,145,23.80
14.512,145,24.11
14.530,145,23.77
14.548,142,23.87
14.567,144,23.85
14.586,143,23.77
14.605,143,23.92
14.623,143,23.97
14.643,143,24.43
14.661,143,24.36
14.680,142,24.11
14.698,141,24.16
14.717,142,24.12
14.736,141,24.17
14.754,141,23.90
14.774,140,24.31
14.792,140,23.87
14.811,139,24.38
14.829,138,24.43
14.849,138,24.31
14.867,139,24.33
14.885,140,24.41
14.904,139,24.41
14.923,138,24.31
14.942,138,24.43
14.960,140,24.41
14.980,139,24.33
14.998,137,24.36
15.016,138,24.41
15.035,138,24.46
15.054,137,24.41
15.073,139,24.58
15.091,138,24.62
15.111,136,24.53
15.129,138,24.17
15.148,136,24.73
15.166,136,24.33
15.185,136,24.22
15.204,136,24.31
15.222,135,24.33
15.242,136,24.33
15.260,135,24.63
15.279,136,24.41
15.297,134,24.87
