time,intensity,distance
2.651,563,14.28
2.669,557,14.99
2.686,555,15.27
2.704,552,15.47
2.721,550,15.66
2.740,546,15.88
2.757,541,16.22
2.775,537,15.93
2.793,531,16.52
2.810,530,16.68
2.828,525,16.88
2.845,520,17.09
2.864,515,17.29
2.881,511,17.54
2.898,507,18.21
2.916,502,18.02
2.934,498,18.31
2.952,493,18.41
2.969,488,18.77
2.987,484,18.99
3.005,480,18.77
3.022,474,19.28
3.040,468,19.18
3.058,462,19.80
3.076,458,20.06
3.093,454,20.67
3.110,452,20.50
3.129,448,21.11
3.146,444,20.86
3.164,438,21.62
3.181,434,21.47
3.200,430,21.83
3.217,425,22.03
3.234,421,22.85
3.252,415,22.80
3.270,406,23.07
3.288,402,23.46
3.305,395,23.87
3.322,375,24.62
3.341,373,24.48
3.358,369,25.38
3.376,365,25.76
3.394,362,25.86
3.411,362,26.20
3.429,358,26.32
3.446,354,26.64
3.465,350,26.83
3.482,348,27.39
3.500,346,27.66
3.517,344,28.10
3.535,343,27.80
3.553,341,27.90
3.570,340,28.05
3.588,339,27.61
3.606,337,27.69
3.623,330,28.31
3.641,331,28.46
3.659,333,28.41
3.677,333,28.46
3.694,333,28.61
3.712,333,28.56
3.730,332,28.61
3.747,332,28.68
3.765,331,29.34
3.782,329,28.22
3.801,325,28.88
3.818,321,29.24
3.835,318,29.14
3.853,317,29.12
3.871,316,29.56
3.889,315,29.72
3.906,315,29.68
3.924,314,29.72
3.942,314,29.73
3.959,313,29.87
3.977,313,30.19
3.995,313,30.23
4.013,313,30.29
4.030,313,30.45
4.047,311,30.45
4.066,310,30.18
4.083,308,30.24
4.101,306,30.50
4.118,305,30.55
4.136,303,30.29
4.154,301,30.80
4.171,300,31.37
4.190,299,30.96
4.207,299,30.99
4.225,299,30.69
4.242,298,30.60
4.260,298,31.09
4.278,298,31.11
4.295,297,31.31
4.313,296,31.65
4.331,295,31.26
4.348,295,31.67
4.366,294,31.72
4.383,294,32.15
4.402,294,32.15
4.419,295,32.11
4.436,295,31.72
4.454,295,31.67
4.472,295,31.67
4.490,296,31.77
4.507,295,31.67
4.526,296,31.65
4.543,296,31.64
4.560,295,31.77
4.578,295,31.67
4.596,295,31.71
4.614,295,30.87
4.631,295,31.40
4.648,295,31.30
4.667,296,31.65
4.684,296,31.69
4.702,296,31.71
4.719,295,32.15
4.738,292,31.82
4.755,294,32.40
4.772,296,32.39
4.791,294,32.84
4.808,295,32.44
4.826,294,32.91
4.843,293,32.49
4.861,292,32.49
4.879,292,32.56
4.896,291,32.28
4.914,290,31.62
4.932,287,31.93
4.950,283,32.74
4.967,262,33.13
4.984,261,33.59
5.003,261,34.17
5.020,258,34.71
5.038,255,35.34
5.056,250,35.48
5.073,246,36.04
5.091,241,37.06
5.108,236,37.60
5.127,233,38.17
5.144,229,38.08
5.161,226,38.59
5.179,223,39.36
5.197,217,39.71
5.215,214,40.26
5.232,213,40.22
5.250,206,40.38
5.268,200,40.89
5.285,199,40.70
5.303,196,41.04
5.321,195,41.29
5.339,193,41.50
5.356,198,42.31
5.373,199,42.23
5.392,198,42.40
5.409,197,42.19
5.427,196,42.50
5.444,195,43.01
5.463,194,42.64
5.480,193,43.13
5.497,192,43.61
5.515,187,44.01
5.533,182,44.12
5.551,181,43.79
5.568,182,44.06
5.585,182,44.51
5.604,181,44.20
5.621,181,44.47
5.639,181,44.57
5.657,181,44.56
5.675,183,44.63
5.692,183,44.81
5.709,183,44.86
5.728,184,45.22
5.745,183,44.88
5.763,184,45.03
5.780,184,45.34
5.798,184,44.88
5.816,185,44.88
5.833,185,44.59
5.851,185,44.47
5.869,184,44.10
5.886,184,44.23
5.904,184,44.25
5.922,184,44.20
5.940,184,44.71
5.957,179,45.39
5.975,175,45.54
5.993,176,45.44
6.010,173,45.39
6.028,173,46.27
6.045,173,46.61
6.064,171,47.36
6.081,169,47.69
6.098,167,47.67
6.116,166,48.20
6.134,165,48.35
6.152,163,48.99
6.169,164,48.65
6.188,162,48.45
6.205,161,49.13
6.222,159,49.10
6.240,158,49.66
6.258,157,49.91
6.276,156,50.49
6.293,156,49.74
6.310,155,49.88
6.329,156,50.39
6.346,155,50.83
6.364,155,51.34
6.381,154,50.58
6.400,147,51.05
6.417,147,50.30
6.434,147,50.41
6.453,143,50.49
6.470,146,50.97
6.488,145,51.44
6.505,147,51.48
6.523,146,51.05
6.541,149,51.03
6.558,150,51.44
6.576,150,50.98
6.594,150,51.44
6.611,151,51.48
6.629,152,51.53
6.646,152,51.54
6.665,152,51.10
6.682,151,50.73
6.700,152,50.73
6.717,151,50.69
6.735,153,50.75
6.753,153,50.39
6.770,154,50.68
6.789,153,51.10
6.806,154,50.64
6.823,156,50.64
6.841,155,51.00
6.859,154,50.59
6.877,154,50.95
6.894,155,50.95
6.912,155,51.00
6.930,154,51.00
6.947,154,50.98
6.965,155,50.59
6.982,154,50.20
7.001,153,50.24
7.018,154,51.15
7.035,153,51.10
7.054,153,50.73
7.071,153,51.10
7.089,152,51.14
7.106,154,50.73
7.124,154,50.32
7.142,154,50.32
7.159,154,50.73
7.177,154,50.35
7.195,153,50.34
7.213,152,50.73
7.230,154,50.73
7.247,154,50.69
7.266,153,50.68
7.283,154,51.14
7.301,155,50.64
7.319,154,50.63
7.336,155,50.61
7.354,155,50.98
7.371,155,51.02
7.390,154,50.61
7.407,155,50.63
7.425,156,50.63
7.442,155,50.61
7.460,153,50.64
7.478,153,50.27
7.495,152,50.68
7.513,153,50.73
7.531,152,50.34
7.548,154,50.75
7.566,153,50.37
7.584,154,50.37
7.602,153,50.37
7.619,154,50.80
7.636,154,50.80
7.655,153,50.80
7.672,154,50.37
7.690,153,50.37
7.707,154,50.37
7.726,155,50.78
7.743,153,50.80
7.760,155,50.76
7.778,154,50.37
7.796,153,50.37
7.814,154,50.75
7.831,154,50.32
7.848,155,50.69
7.867,153,50.69
7.884,152,50.78
7.902,151,50.64
7.920,150,51.07
7.938,152,51.03
7.955,149,50.17
7.972,149,50.13
7.991,150,50.12
8.008,152,50.54
8.026,152,50.52
8.043,151,50.90
8.061,153,50.90
8.079,154,51.75
8.096,152,50.92
8.114,151,50.95
8.132,152,50.56
8.150,152,50.69
8.167,149,50.63
8.185,148,51.05
8.203,149,50.69
8.220,150,50.73
8.238,150,50.75
8.256,152,51.22
8.273,151,50.80
8.291,151,50.80
8.308,152,50.80
8.327,151,50.76
8.344,151,50.76
8.361,153,50.75
8.379,152,50.73
8.397,151,51.15
8.415,153,50.83
8.432,152,50.75
8.451,153,50.80
8.468,153,50.81
8.485,151,50.85
8.503,152,51.71
8.521,152,51.31
8.539,152,52.17
8.556,154,51.77
8.573,151,51.78
8.592,153,51.78
8.609,152,51.77
8.627,149,51.80
8.644,150,51.00
8.663,151,50.64
8.680,149,51.14
8.697,150,51.32
8.716,149,51.51
8.733,148,51.73
8.751,148,51.82
8.768,147,51.51
8.786,147,51.54
8.804,148,51.66
8.821,147,51.82
8.839,146,52.45
8.857,144,52.80
8.875,142,52.72
8.892,143,53.18
8.909,140,53.74
8.928,140,54.66
8.945,137,55.47
8.963,134,56.05
8.980,133,56.00
8.998,131,55.69
9.016,130,57.17
9.033,130,56.92
9.052,129,57.99
9.069,129,57.72
9.086,128,58.46
9.104,126,58.33
9.122,126,58.51
9.140,125,58.82
9.157,123,59.14
9.175,124,60.16
9.193,122,58.92
9.210,122,59.38
9.228,122,60.37
9.245,121,59.99
9.264,123,59.13
9.281,123,59.30
9.298,122,59.79
9.317,121,59.35
9.334,121,59.43
9.352,122,60.01
9.369,122,59.60
9.388,121,59.89
9.405,121,59.48
9.422,121,59.99
9.440,120,59.60
9.458,121,59.52
9.476,120,59.94
9.493,121,59.62
9.510,121,59.64
9.529,119,59.53
9.546,120,60.10
9.564,120,59.70
9.582,121,60.03
9.600,119,59.64
9.617,120,59.74
9.634,119,60.67
9.653,121,59.86
9.670,119,60.40
9.688,119,60.64
9.705,117,60.37
9.723,118,60.32
9.741,119,60.72
9.758,118,60.81
9.776,118,60.71
9.794,117,61.03
9.811,117,60.69
9.829,118,60.86
9.847,118,60.40
9.865,117,60.40
9.882,117,60.55
9.900,118,60.89
9.918,116,61.29
9.935,116,60.66
9.953,117,60.76
9.970,115,61.03
9.989,116,61.39
10.006,116,61.42
10.024,116,60.83
10.043,115,60.67
10.062,116,61.12
10.081,116,61.25
10.099,116,60.93
10.119,115,60.89
10.137,115,61.03
10.156,114,61.40
10.174,113,61.22
10.193,113,62.48
10.212,112,62.25
10.230,110,62.25
10.250,109,62.95
10.268,109,63.31
10.287,107,63.68
10.305,107,65.04
10.324,106,65.18
10.343,105,64.55
10.361,104,64.84
10.381,104,66.86
10.399,102,66.84
10.418,102,66.52
10.436,99,68.48
10.455,95,67.59
10.472,87,67.18
10.489,94,66.73
10.507,94,68.39
10.525,93,68.73
10.543,91,68.26
10.560,88,68.19
10.577,87,70.18
10.596,88,71.33
10.613,87,71.60
10.631,88,72.23
10.649,90,69.89
10.667,89,69.75
10.684,88,70.36
10.701,88,70.21
10.720,87,70.45
10.737,88,71.47
10.755,86,72.30
10.772,87,73.87
10.790,86,73.34
10.808,85,73.08
10.825,84,73.92
10.843,85,74.12
10.861,84,73.41
10.878,85,74.44
10.896,82,74.87
10.914,83,73.24
10.932,83,74.02
10.949,83,74.51
10.967,84,72.45
10.985,83,72.11
11.002,83,72.08
11.020,82,72.68
11.037,83,74.29
11.056,83,75.05
11.073,81,74.63
11.090,82,74.73
11.108,82,75.12
11.126,82,75.02
11.144,83,74.78
11.161,82,74.85
11.180,80,74.63
11.197,79,76.94
11.214,79,73.27
11.232,80,74.78
11.250,78,75.11
11.268,79,76.13
11.285,78,74.78
11.302,77,75.02
11.321,78,76.41
11.338,76,75.77
11.356,75,76.06
11.373,75,75.00
11.392,76,77.57
11.409,75,76.96
11.426,68,77.77
11.445,69,77.08
11.462,68,78.47
11.480,67,77.69
11.497,66,77.88
11.515,66,77.57
11.533,65,78.13
11.550,66,76.30
11.568,64,78.10
11.586,65,78.13
11.603,65,79.02
11.621,64,79.27
11.638,64,81.50
11.657,63,80.87
11.674,62,80.99
11.692,63,82.84
11.709,63,82.96
11.727,63,80.97
11.745,63,82.01
11.762,64,80.46
11.781,62,82.18
11.798,62,83.57
11.815,61,82.14
11.833,62,83.38
11.851,64,83.45
11.869,67,83.54
11.886,66,82.08
11.904,66,81.62
11.922,66,82.52
11.939,67,82.13
11.957,67,81.50
11.974,67,81.41
11.993,68,81.84
12.010,67,83.23
12.027,68,81.53
12.046,68,82.31
12.063,67,83.59
12.081,67,82.47
12.098,66,82.40
12.116,67,82.01
12.134,66,82.02
12.151,67,81.75
12.169,67,82.08
12.187,66,81.33
12.205,67,81.77
12.222,67,82.96
12.239,67,82.99
12.258,67,84.22
12.275,68,83.06
12.293,67,82.18
12.311,66,81.84
12.328,66,81.92
12.346,65,82.47
12.363,66,82.77
12.382,67,82.37
12.399,66,81.60
12.417,65,82.11
12.434,64,83.62
12.452,65,82.37
12.470,65,82.35
12.487,65,83.57
12.505,66,82.33
12.523,65,81.92
12.540,66,81.92
12.558,65,81.92
12.576,66,81.94
12.594,66,83.57
12.611,65,82.02
12.628,66,81.94
12.647,66,81.94
12.664,66,82.74
12.682,65,82.45
12.699,66,82.35
12.718,66,83.20
12.735,67,81.97
12.752,67,83.59
12.770,67,82.35
12.788,66,81.94
12.806,68,81.91
12.823,66,82.74
12.840,67,81.92
12.859,67,81.94
12.876,67,82.04
12.894,66,81.94
12.912,66,83.20
12.930,68,81.94
12.947,66,81.65
12.964,66,81.14
12.983,65,81.12
13.000,66,82.35
13.018,66,80.41
13.035,68,80.33
13.053,65,80.33
13.071,66,80.77
13.088,67,82.40
13.106,66,81.55
13.124,66,82.84
13.142,66,82.14
13.159,66,81.26
13.177,65,81.75
13.195,66,83.83
13.212,66,83.06
13.230,67,82.55
13.248,66,82.98
13.265,65,82.13
13.283,66,81.43
13.300,65,83.01
13.319,65,83.03
13.336,66,83.45
13.353,67,81.89
13.371,66,81.84
13.389,66,82.25
13.407,66,81.99
13.424,66,83.13
13.443,62,84.39
13.460,63,84.39
13.477,62,82.74
13.495,61,83.56
13.513,62,84.01
13.531,61,83.22
13.548,61,82.94
13.565,60,82.86
13.584,60,82.91
13.601,58,83.32
13.619,61,85.00
13.636,59,83.32
13.655,57,84.54
13.672,57,81.63
13.689,60,81.62
13.708,57,82.88
13.725,59,82.88
13.743,59,82.55
13.760,57,81.23
13.778,58,82.04
13.796,59,82.11
13.813,59,81.86
13.831,57,81.84
13.849,57,82.37
13.867,58,82.55
13.884,57,85.63
13.901,58,83.40
13.920,57,84.01
13.937,56,82.60
13.955,57,87.26
13.972,56,85.92
13.990,56,88.84
14.008,54,87.70
14.025,54,86.16
14.044,56,87.55
14.061,55,89.81
14.078,55,90.95
14.096,55,90.27
14.114,54,88.88
14.132,53,89.28
14.149,55,88.67
14.167,50,92.11
14.185,47,90.59
14.202,48,90.52
14.220,51,90.63
14.237,52,90.15
14.256,51,91.61
14.273,51,91.99
14.290,51,94.67
14.309,52,95.73
14.326,51,93.82
14.344,52,102.73
14.362,51,95.57
14.381,52,93.89
14.398,53,95.15
14.415,54,94.06
14.433,51,94.04
14.451,52,93.55
14.469,52,96.25
14.486,53,94.37
14.503,52,93.93
14.522,52,92.96
14.539,51,95.17
14.557,54,93.93
14.575,51,93.55
14.593,53,95.83
14.610,53,95.29
14.627,53,94.45
14.646,53,95.91
14.663,52,93.99
14.681,52,96.46
14.698,52,93.72
14.716,53,93.62
14.734,53,94.01
14.751,53,96.46
14.769,53,94.10
14.787,51,92.80
14.804,52,92.91
14.822,54,93.70
14.840,53,95.22
14.858,54,97.60
14.875,53,96.46
14.893,51,96.03
14.911,49,93.47
14.928,49,91.82
14.946,42,92.80
14.963,44,92.45
14.982,44,94.44
14.999,46,94.88
15.016,46,93.70
15.034,48,94.98
15.052,48,95.63
15.070,49,94.42
15.087,50,95.35
15.106,48,95.97
15.123,48,97.65
15.140,49,96.90
15.158,50,95.37
15.176,49,95.29
15.194,47,95.29
15.211,47,95.39
15.228,49,95.73
15.247,48,94.88
15.264,49,96.39
15.282,47,96.46
15.299,48,96.36
15.318,50,95.61
15.335,49,176.70
15.353,49,96.03
15.372,50,96.32
15.389,48,95.61
15.407,49,95.73
15.424,50,96.39
15.442,45,93.13
15.460,44,95.57
15.477,41,92.36
15.495,43,91.95
15.513,44,92.68
15.531,44,92.26
15.548,41,94.01
15.565,43,95.32
15.584,43,95.27
15.601,44,94.50
15.619,45,94.25
15.636,46,93.86
15.654,45,92.12
15.672,46,93.55
15.689,46,94.47
15.708,48,93.65
15.725,46,93.36
15.742,47,99.64
15.760,47,96.76
15.778,46,98.65
15.796,46,99.74
15.813,46,95.23
15.831,46,99.74
15.849,47,94.77
15.866,45,93.69
15.884,46,95.29
15.901,46,104.92
15.921,46,101.88
15.939,44,92.74
15.956,45,92.48
15.975,44,98.96
15.992,44,99.67
16.010,45,99.62
16.027,43,99.81
16.046,45,101.42
16.064,45,101.71
16.082,44,98.70
16.100,44,100.54
16.119,44,103.39
16.138,43,98.74
16.155,42,100.93
16.175,42,96.92
16.192,42,103.05
16.210,42,101.97
16.229,36,102.61
16.248,32,99.40
16.266,30,100.33
16.284,30,102.61
16.304,31,100.64
16.322,32,100.74
16.340,33,102.58
16.359,33,102.68
16.378,34,100.25
16.397,35,99.88
16.414,34,99.60
16.432,33,102.09
16.451,33,103.80
16.470,35,104.23
16.488,35,102.20
16.507,36,102.61
16.526,36,102.66
16.544,36,103.11
16.563,35,100.27
16.582,36,99.89
16.600,36,99.52
16.617,36,101.22
16.636,36,99.20
16.654,35,100.06
16.672,35,98.18
16.690,34,98.55
16.708,35,100.28
16.727,38,99.94
16.744,39,98.89
16.761,40,98.01
16.780,40,97.68
16.797,39,97.33
16.815,40,112.95
16.833,40,112.98
16.852,39,112.03
16.871,39,113.90
16.889,40,176.36
16.909,38,175.93
16.927,39,105.64
16.946,39,107.73
16.964,39,103.24
16.984,39,109.46
17.002,38,109.38
17.020,38,108.78
17.040,38,110.26
17.058,37,109.16
17.077,39,109.48
17.095,38,109.28
17.115,37,107.41
17.133,37,111.78
17.152,36,109.56
17.171,37,110.96
17.189,37,108.61
17.208,37,111.03
17.226,35,111.62
17.246,36,113.00
17.264,37,111.52
17.283,36,112.66
17.302,36,111.54
17.320,36,112.61
17.339,36,113.61
17.357,36,113.80
17.377,36,113.42
17.395,36,111.18
17.414,35,111.38
17.432,36,111.47
17.452,35,111.93
17.470,36,113.27
17.488,35,113.12
17.508,35,113.05
17.526,35,112.51
17.545,38,113.20
17.563,36,111.74
17.583,36,113.37
17.601,36,112.59
17.619,35,114.78
17.639,34,114.53
17.657,33,115.65
17.676,36,115.62
17.694,35,114.56
17.714,35,115.67
17.732,34,112.71
17.751,35,114.60
17.770,33,112.73
17.788,34,114.44
17.807,35,115.18
17.825,34,115.21
17.845,33,115.35
17.863,34,115.50
17.882,32,116.81
17.901,32,115.65
17.920,32,116.16
17.938,32,116.37
17.956,25,116.31
17.976,24,118.05
17.994,25,116.04
18.013,21,116.18
18.031,21,116.94
18.051,24,118.61
18.069,23,117.90
18.087,23,117.40
18.107,24,117.42
18.125,24,119.09
18.144,25,117.44
18.162,23,119.10
18.182,23,119.53
18.200,23,119.97
18.219,23,118.75
18.238,23,118.34
18.256,22,118.37
18.275,24,118.78
18.293,24,118.35
18.313,24,119.17
18.331,24,117.47
18.350,23,117.06
18.369,25,117.47
18.387,24,116.60
18.406,23,116.72
18.424,24,118.30
18.444,23,117.90
18.462,23,119.15
18.481,25,118.73
18.500,24,119.17
18.519,24,119.61
18.537,23,119.60
18.555,24,118.35
18.575,23,118.76
18.593,25,119.61
18.612,24,118.76
18.630,25,116.64
18.650,25,116.25
18.668,24,116.38
18.686,25,116.28
18.706,25,114.63
18.724,24,116.76
18.743,24,118.03
18.761,24,115.96
18.781,25,117.64
18.799,25,116.54
18.818,25,116.86
18.837,25,118.12
18.855,26,113.97
18.874,26,115.77
18.892,26,115.28
18.912,26,118.61
18.930,26,114.94
18.949,25,119.07
18.968,24,117.83
18.987,26,119.49
19.005,25,119.09
19.023,25,118.24
19.043,27,118.66
19.061,25,119.10
19.080,26,118.68
19.099,27,102.61
19.118,26,115.65
19.136,26,116.20
19.154,25,115.70
19.174,25,115.31
19.192,26,115.75
19.211,26,115.46
19.229,27,115.80
19.249,26,115.80
19.267,26,117.16
19.286,25,115.84
19.305,26,116.26
19.323,25,117.91
19.342,26,117.18
19.360,25,116.28
19.380,25,115.45
19.398,25,117.22
19.417,27,119.19
19.436,28,116.74
19.454,27,116.33
19.473,26,118.41
19.491,25,118.39
19.511,26,118.41
19.529,26,118.41
19.548,25,118.81
19.567,26,115.46
19.586,27,116.28
19.604,27,117.61
19.622,27,116.64
19.642,28,115.80
19.660,27,116.60
19.679,27,116.57
19.698,30,117.42
19.717,32,116.55
19.735,33,117.49
19.753,32,116.99
19.773,33,116.20
19.791,33,117.88
19.810,32,116.65
19.828,34,117.13
19.848,33,117.15
19.866,34,116.89
19.885,33,117.27
19.904,33,118.20
19.922,33,118.73
19.941,33,120.04
19.959,33,117.61
19.979,34,117.23
19.997,34,119.41
20.016,33,118.51
20.035,33,118.58
20.054,32,118.63
20.072,33,119.07
20.090,32,119.10
20.110,32,117.88
20.128,33,119.58
20.147,32,118.81
20.166,34,120.12
20.185,32,120.16
20.203,31,121.01
20.221,33,120.12
20.241,33,120.50
20.259,33,119.65
20.278,33,120.43
20.297,33,117.45
20.316,33,116.08
20.334,34,116.55
20.353,33,116.84
20.372,33,175.51
20.390,32,117.54
20.409,33,119.26
20.427,33,123.08
20.447,33,116.67
20.465,33,115.26
20.484,33,119.46
20.503,33,115.50
20.521,34,119.17
20.540,34,120.09
20.558,33,119.34
20.578,33,120.31
20.596,33,118.86
20.615,33,118.08
20.634,31,117.79
20.653,32,117.88
20.671,33,119.58
20.689,32,119.14
20.709,32,118.83
20.727,33,119.73
20.746,32,117.22
20.765,33,117.71
20.784,33,119.90
20.802,33,118.71
20.820,31,118.27
20.840,32,118.78
20.858,32,118.92
20.877,31,120.79
20.896,31,121.52
20.915,32,120.60
20.933,31,122.40
20.952,31,120.67
20.971,32,121.40
20.989,31,122.32
21.008,30,121.64
21.026,30,121.28
21.046,32,121.02
21.064,31,122.66
21.083,30,123.52
21.102,31,121.47
21.121,31,121.48
21.139,31,123.32
21.157,30,123.54
21.177,30,123.68
21.195,32,121.35
21.214,30,122.28
21.233,29,121.62
21.252,31,123.98
21.270,29,122.32
21.288,30,120.68
21.308,30,121.19
21.326,29,121.18
21.345,30,120.53
21.364,30,122.30
21.383,31,123.20
21.401,29,124.58
21.420,31,124.03
21.439,29,122.62
21.457,29,124.41
21.476,29,125.10
21.495,28,126.43
21.514,28,122.64
21.532,29,121.94
21.551,29,124.22
21.570,30,123.57
21.588,30,126.67
21.607,28,127.62
21.625,29,125.95
21.645,26,127.91
21.663,27,124.92
21.682,27,124.36
21.701,27,176.73
21.720,27,127.94
21.738,28,127.79
21.756,28,128.38
21.776,28,127.98
21.794,27,128.13
21.813,27,127.76
21.832,28,129.40
21.851,27,130.27
21.869,27,128.37
21.888,26,127.96
21.907,29,128.33
21.925,28,128.32
21.944,28,128.47
21.963,29,128.84
21.982,27,128.45
22.000,27,129.05
22.019,27,129.54
22.038,28,130.36
22.056,28,127.50
22.075,28,127.76
22.094,27,127.14
22.113,27,126.85
22.131,28,130.61
22.150,27,130.02
22.169,28,130.76
22.188,28,129.69
22.206,26,131.55
22.224,27,132.43
22.244,27,129.42
22.262,26,126.77
22.281,28,130.63
22.300,25,131.70
22.319,26,130.39
22.337,27,132.80
22.355,27,133.47
22.375,26,134.62
22.393,25,134.59
22.412,25,134.33
22.431,26,134.16
22.450,25,134.88
22.468,26,135.12
22.487,25,135.34
22.506,25,135.54
22.524,26,136.05
22.543,24,134.10
22.562,26,134.22
22.581,26,136.05
22.599,24,136.31
22.618,25,136.58
22.637,25,137.39
22.656,26,138.02
22.674,25,136.73
22.693,23,137.51
22.712,26,138.36
22.730,25,137.87
22.749,23,139.57
22.768,24,139.09
22.787,23,139.42
22.805,25,141.25
22.823,22,140.86
22.843,24,140.90
22.861,23,142.48
22.880,21,142.78
22.899,23,143.11
22.918,24,143.74
22.936,22,144.57
22.955,22,143.60
22.974,23,143.79
22.992,23,143.40
23.011,23,143.33
23.030,24,143.26
23.049,22,144.36
23.067,23,143.50
23.086,22,143.84
23.105,22,143.57
23.123,22,145.83
23.142,21,147.73
23.161,21,150.52
23.180,23,146.69
23.198,21,145.83
23.217,22,146.93
23.236,22,146.27
23.255,21,146.98
23.273,21,148.07
23.292,21,147.85
23.311,21,150.45
23.329,21,148.26
23.348,19,148.10
23.367,20,148.99
23.386,18,148.73
23.404,18,148.58
23.422,18,149.40
23.442,18,150.74
23.460,19,151.35
23.479,18,152.58
23.498,18,151.37
23.517,18,151.45
23.535,20,152.41
23.554,19,149.69
23.573,20,147.90
23.591,17,148.05
23.610,18,147.93
23.629,18,148.77
23.648,17,148.95
23.666,17,150.21
23.685,20,152.15
23.704,18,152.35
23.723,18,152.17
23.741,19,149.84
23.760,20,152.47
23.779,20,151.37
23.797,19,152.69
23.816,18,151.96
23.835,18,153.36
23.854,19,151.76
23.872,18,153.65
23.891,19,153.82
23.910,18,153.07
23.928,19,156.67
23.947,19,155.11
23.966,20,154.33
23.985,19,151.86
24.003,19,154.09
24.022,18,155.81
24.041,18,158.66
24.059,19,175.85
24.078,19,160.06
24.097,17,177.14
24.116,19,176.19
24.134,18,175.46
24.153,20,175.88
24.172,17,176.24
24.190,18,176.27
24.209,17,154.45
24.228,18,155.26
24.247,18,155.99
24.265,18,155.82
24.284,17,156.93
24.303,17,156.76
24.322,16,156.47
24.340,18,156.03
24.359,17,156.33
24.378,17,158.22
24.396,18,158.61
24.415,18,161.45
24.434,17,164.14
24.453,17,179.59
24.471,16,175.53
24.491,17,175.44
24.509,17,177.04
24.527,17,177.17
24.546,18,176.31
24.565,17,175.87
24.584,16,175.36
24.602,17,162.57
24.621,17,175.49
24.640,18,175.80
24.658,17,163.83
24.677,16,167.47
24.696,16,175.90
24.715,15,176.63
24.733,15,177.58
24.752,16,177.57
24.771,15,176.61
24.790,16,175.90
24.808,15,177.16
24.827,16,168.69
24.846,16,174.08
24.864,15,176.77
24.883,17,178.01
24.902,16,167.82
24.921,18,167.08
24.939,17,175.49
24.958,17,178.01
24.977,17,175.73
24.995,15,169.98
25.014,15,175.07
25.033,15,175.49
