time,brightness
4162,103.77
4175,106.59
4189,108.33
4202,112.20
4215,114.68
4230,117.41
4243,121.87
4256,123.98
4270,127.49
4283,131.44
4297,133.59
4311,137.93
4324,141.24
4337,144.12
4350,148.60
4365,150.94
4378,154.15
4391,157.63
4405,158.97
4418,162.77
4432,165.30
4446,166.87
4459,170.08
4472,171.27
4486,173.05
4500,175.24
4513,175.12
4527,177.10
4540,178.09
4553,177.89
4568,179.50
4581,179.05
4594,178.84
4608,179.16
4621,177.04
4635,176.84
4648,176.05
4662,173.85
4675,173.56
4688,171.11
4703,168.90
4716,167.71
4729,163.84
4743,161.55
4756,159.30
4770,155.67
4784,153.60
4797,149.64
4810,146.18
4824,144.06
4838,139.65
4851,136.39
4865,133.35
4878,129.21
4891,126.29
4905,122.26
4919,118.84
4932,116.45
4945,112.51
4959,109.76
4973,107.88
4986,104.79
5000,102.91
5013,100.32
5027,98.19
5040,96.17
5052,94.35
5064,93.02
5076,93.02
5089,93.82
5102,94.53
5114,94.88
5127,95.29
5139,95.56
5151,95.71
5165,95.94
5177,97.74
5189,100.67
5202,102.00
5216,104.80
5230,107.52
5243,109.57
5257,113.71
5270,115.84
5283,118.96
5298,123.06
5311,124.96
5324,128.96
5338,132.76
5351,135.29
5365,140.36
5379,143.22
5392,146.30
5405,150.37
5419,152.43
5433,156.09
5446,159.28
5459,160.95
5473,164.96
5486,166.96
5500,168.77
5514,171.69
5527,172.52
5540,174.67
5554,176.40
5568,176.26
5581,178.44
5595,178.79
5608,178.71
5621,180.04
5636,178.94
5649,178.94
5662,178.85
5676,176.96
5689,176.97
5703,175.47
5716,173.42
5730,173.18
5743,170.06
5756,167.86
5771,166.37
5784,162.73
5797,160.56
5811,157.50
5824,153.85
5838,151.87
5852,147.28
5865,143.95
5878,141.46
5893,137.21
5906,134.09
5919,130.58
5933,126.82
5946,123.94
5960,119.75
5974,116.47
5987,114.53
6000,110.97
6013,108.38
6028,106.04
6041,103.33
6054,101.60
6068,98.64
6080,97.28
6093,97.05
6106,96.64
6118,96.08
6130,95.57
6142,95.01
6155,94.41
6168,93.77
6180,94.19
6193,95.98
6205,98.28
6217,100.35
6232,101.31
6245,102.88
6258,106.40
6272,107.26
6285,110.13
6299,113.62
6312,115.46
6326,119.41
6339,122.27
6352,124.94
6367,129.65
6380,131.88
6393,135.29
6407,139.27
6420,141.14
6434,145.32
6448,148.59
6461,151.03
6474,155.33
6488,157.60
6502,160.44
6515,163.79
6529,165.01
6542,168.21
6555,170.49
6569,171.44
6583,174.40
6596,175.26
6609,176.33
6623,178.10
6637,177.59
6650,178.93
6664,179.44
6677,178.49
6691,179.84
6705,178.96
6718,178.06
6731,177.96
6745,175.16
6759,174.25
6772,172.92
6786,170.23
6799,169.31
6812,166.48
6827,163.83
6840,162.55
6853,158.49
6866,155.74
6880,153.17
6894,149.15
6907,146.34
6921,142.30
6934,138.57
6947,136.21
6962,131.69
6975,128.22
6988,125.50
7002,121.45

