time,brightness
2198,146.45
2211,152.76
2225,155.61
2238,158.29
2251,163.83
2266,164.86
2279,168.49
2292,172.39
2306,172.31
2319,177.45
2333,179.16
2347,179.73
2360,183.58
2373,183.27
2386,184.81
2401,186.65
2414,184.12
2427,186.90
2441,186.72
2454,184.97
2468,186.78
2482,184.22
2495,183.18
2508,183.14
2522,178.51
2536,178.41
2549,176.13
2563,172.30
2576,172.84
2589,167.87
2604,164.50
2617,163.20
2630,156.96
2643,154.37
2657,150.89
2671,145.72
2684,143.77
2698,137.42
2711,133.13
2724,131.91
2739,125.73
2752,122.38
2765,118.70
2779,113.76
2792,111.21
2806,105.57
2820,102.05
2833,101.04
2846,96.64
2859,92.31
2872,91.05
2884,91.24
2896,90.59
2909,89.27
2921,87.82
2934,86.25
2947,84.80
2959,83.24
2971,83.39
2983,86.32
2997,89.05
3009,90.84
3021,92.27
3034,93.22
3046,94.17
3058,94.74
3072,96.39
3084,100.71
3097,103.17
3110,108.74
3124,111.19
3138,114.55
3151,121.24
3165,122.19
3178,127.15
3191,132.32
3206,134.46
3219,141.17
3232,144.33
3246,147.47
3259,153.57
3273,155.06
3287,159.45
3300,163.76
3313,164.41
3326,170.12
3341,172.50
3354,173.80
3367,178.24
3381,178.59
3395,180.87
3408,183.50
3422,181.60
3435,185.08
3448,185.86
3463,184.89
3476,187.51
3489,186.01
3503,185.81
3516,186.65
3530,182.52
3544,183.21
3557,181.97
3570,178.78
3584,179.82
3598,175.86
3611,172.89
3624,171.91
3638,166.13
3651,164.30
3665,161.44
3679,156.35
3692,155.28
3705,149.43
3719,145.34
3733,144.07
3746,137.66
3760,134.13
3773,130.50
3786,125.20
3801,122.56
3814,116.65
3827,112.72
3841,111.18
3854,105.94
3868,102.95
3881,100.76
3895,96.81
3907,92.85
3919,89.08
3933,88.46
3945,89.17
3957,88.94
3970,87.95
3982,86.76
3995,85.61
4007,84.29
4020,83.03
4032,83.82
4044,87.06
4057,90.25
4070,92.60
4082,94.48
4094,95.78
4107,97.03
4119,98.02
4132,99.82
4145,104.25
4158,106.60
4171,112.48
4185,115.19
4199,118.75
4212,125.40
4226,126.32
4239,131.46
4252,136.56
4267,138.65
4280,145.12
4293,148.30
4306,151.24
4320,157.19
4334,158.55
4347,162.84
4361,167.07
4374,167.46
4387,172.97
4402,175.17
4415,176.14
4428,180.31
4442,180.45
4455,182.36
4469,184.69
4483,182.55
4496,186.04
4509,186.43
4523,185.15
4537,187.52
4550,185.61
4563,185.09
4577,185.67
4590,181.34
4604,181.87
4618,180.30
4631,176.64
4644,177.71
4658,173.37
4672,170.49
4685,169.40
4699,163.52
4712,161.41
4726,158.33
4740,153.26
4753,151.81
4766,145.65
4780,141.52
4794,140.02
4807,133.61
4820,130.09
4834,126.47
4847,121.18
4861,118.54
4875,112.83
4888,108.87
4901,107.49
4915,102.39
4929,99.72
4941,96.57
4954,93.46
4966,90.17
4978,86.93
4992,86.35
5004,87.68
5016,87.74
5028,87.39
5041,86.71
5053,85.77
5066,85.02
5079,84.21
5091,84.97
5103,88.18
5115,91.94
5129,94.55
5141,96.64
5153,98.31
5166,99.65
5178,100.72
5192,104.78
5206,109.02
5219,111.02
5232,116.81
5245,119.45
5260,122.96
5273,129.57
5286,130.45
5300,135.56
5313,140.45
5327,142.56
5341,149.05
5354,152.24
5367,155.19
5381,160.95
5395,162.16
5408,166.13
5422,170.10
5435,170.28
5448,175.63
5463,177.50
5476,178.40
5489,182.32
5502,182.06
5516,183.85
5530,185.88
5543,183.50
5557,186.60
5570,186.68
5583,185.14
5598,187.32
5611,185.05
5624,184.24
5638,184.39
5651,179.71
5665,179.77
5679,178.02
5692,174.21
5705,174.97
5719,170.38
5733,167.30
5746,166.24
5760,160.19
5773,157.75
5786,154.20
5800,149.16
5814,147.53
5827,141.42
5840,137.14
5854,135.91
5868,129.53
5881,125.82
5895,122.26
5908,117.21
5921,114.77
5936,109.01
5949,105.41
5962,104.13
5976,99.30
5988,94.64
6001,93.11
6013,93.09
6026,92.07
6038,90.66
6050,88.93
6064,86.94
6076,84.95
6088,83.16
6100,83.13
6113,85.50
6126,87.80
6138,89.44
6151,90.55
6163,91.44
6175,91.95
6188,92.36
6201,93.69
6213,97.75
6225,103.60
6239,104.48
6252,108.79
6266,113.03
6280,115.22
6293,121.38
6306,124.10
6320,127.48
6334,133.99
6347,134.59
6361,139.67
6374,144.74
6387,146.59
6402,153.07
6415,156.06
6428,158.85
6441,164.48
6455,165.38
6469,169.11
6482,172.88
6496,172.71
6509,177.77
6523,179.41
6537,179.93
6550,183.74
6563,183.40
6577,184.92
6591,186.73
6604,183.99
6618,186.79
6631,186.63
6644,184.91
6659,186.72
6672,184.18
6685,183.14
6699,183.11
6712,178.49
6726,178.39
6739,176.31
6753,172.45
6766,172.96
6779,167.97
6794,164.58
6807,163.26
6820,157.01
6834,154.41
6847,150.73
6861,145.58
6875,143.66
6888,137.33
6901,133.07
6915,131.85
6929,125.48
6942,121.79
6956,118.23
6969,113.18
6982,110.55
6996,104.84
7010,101.47
